Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
259,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?#","1: Up,2: to,3: you,18: nowhere,19: near,20: the,21: level,22: of,23: work,28: By,29: the,30: way,,45: could,46: you,47: please,48: help?","28: By,29: the,30: way,","1: Up,2: to,3: you,47: please",,,,"1: Up,2: to,3: you,45: could,46: you,47: please,48: help?","45: could,46: you,47: please,48: help?","1: Up,2: to,3: you,28: By,29: the,30: way,,31: I,32: have,33: an,34: open,35: CCI,36: request,37: that,38: I,39: want,40: a,41: second,42: opinion,43: on,44: -,45: could,46: you,47: please,48: help?","6: see,7: myself,8: picking,9: off,10: one,11: or,12: two,13: every,14: now,15: and,16: then,17: but,18: nowhere,19: near,20: the,21: level,22: of,23: work,24: NortyNort,25: is,26: doing","1: Up,2: to,3: you,45: could,46: you,47: please,48: help?",,"1: Up,2: to,3: you,45: could,46: you","8: picking,9: off,35: CCI,41: second,42: opinion","45: could,47: please",,,,"45: could,46: you,47: please,48: help?","6: see,7: myself,39: want,42: opinion,43: on,45: could,46: you,47: please,48: help?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,622646,Please don't talk like a robot. What harm did it do?#,"1: Please,2: don't,7: What,8: harm,9: did,10: it,11: do?","1: Please,2: don't,7: What,8: harm,9: did,10: it,11: do?","1: Please,4: like,5: a,6: robot.",,,,1: Please,,1: Please,,,,"1: Please,2: don't,3: talk,4: like,5: a,6: robot.,7: What,8: harm,9: did,10: it,11: do?",1: Please,,"1: Please,2: don't,3: talk,4: like,5: a,6: robot.,7: What,8: harm,9: did,10: it,11: do?","7: What,8: harm,9: did,10: it,11: do?","2: don't,6: robot.",6: robot.,,,,,,"1: Please,2: don't",,"1: Please,2: don't,3: talk,4: like,5: a,6: robot.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,284172,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?#","39: so,40: I,41: don't,42: understand,43: how,44: a,45: single,46: vote,47: trumps,48: nine,49: others?","39: so,40: I,41: don't,42: understand,43: how,44: a,45: single,46: vote,47: trumps,48: nine,49: others?","4: there,5: is,6: no,7: discussion,21: so,40: I,41: don't,42: understand","1: I'm,2: sorry,,26: I'm,27: afraid.","1: I'm,2: sorry,,3: but,4: there,5: is,6: no,7: discussion,39: so,40: I,41: don't,42: understand","4: there,5: is,6: no,7: discussion,8: on,9: the,10: talk,11: page,12: that,13: indicates,14: that,15: there,16: was,17: a,18: debate,19: about,20: renaming,,39: so,40: I,41: don't,42: understand,43: how,44: a,45: single,46: vote,47: trumps,48: nine,49: others?","26: I'm,27: afraid.,40: I,41: don't,42: understand,43: how,44: a,45: single,46: vote,47: trumps,48: nine,49: others?","1: I'm,2: sorry,,26: I'm,27: afraid.",,,,"5: is,6: no,7: discussion,8: on,9: the,10: talk,11: page,12: that,13: indicates,14: that","1: I'm,2: sorry,,3: but,26: I'm,27: afraid.,39: so,40: I,41: don't,42: understand,43: how,44: a,45: single,46: vote,47: trumps,48: nine,49: others?","1: I'm,2: sorry,,26: I'm,27: afraid.","1: I'm,2: sorry,,26: I'm,27: afraid.","7: discussion,13: indicates,42: understand",,"1: I'm,2: sorry,",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,620595,I don't really see that as a problem. If it's a fringe position why not simply state it as such?#,"9: If,10: it's,11: a,12: fringe,13: position,14: why,15: not,16: simply,17: state,18: it,19: as,20: such?","16: simply,17: state,18: it,19: as,20: such?","2: don't,3: really,4: see,5: that",,,"1: I,16: simply","1: I,2: don't,3: really,4: see,5: that,6: as,7: a,8: problem.","14: why,15: not,16: simply,17: state,18: it,19: as,20: such?","3: really,16: simply","1: I,2: don't,3: really,4: see,5: that,6: as,7: a,8: problem.,14: why,15: not,16: simply,17: state,18: it,19: as,20: such?","1: I,2: don't,3: really,4: see,5: that,6: as,7: a,8: problem.","9: If,10: it's,11: a,12: fringe,13: position,14: why,15: not",,"4: see,5: that,6: as,7: a,8: problem.","2: don't,3: really,4: see,8: problem.,16: simply","8: problem.,12: fringe,13: position",,,"9: If,10: it's",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,477048,"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?#","26: so,27: shouldn't,28: that,29: be,30: how,31: it's,32: linked,33: on,34: the,35: dab,36: page?","4: seems,5: to,6: say,7: the,8: exact,9: opposite","16: should,17: ''not'',18: be,19: through",,"1: Regarding,4: seems,26: so","26: so,27: shouldn't,28: that,29: be","4: seems,26: so,27: shouldn't,28: that,29: be,30: how,31: it's,32: linked,33: on,34: the,35: dab,36: page?","4: seems,5: to,6: say,7: the,8: exact,9: opposite,17: ''not''","1: Regarding,27: shouldn't,28: that,29: be",,,"4: seems,5: to,6: say,7: the,8: exact,9: opposite","26: so,27: shouldn't,28: that,29: be,30: how,31: it's,32: linked,33: on,34: the,35: dab,36: page?","1: Regarding,2: <url>:,3: <url>,4: seems,27: shouldn't","4: seems,8: exact,9: opposite,27: shouldn't","9: opposite,10: (that,11: links,12: on,13: a,14: dab,15: page,16: should,17: ''not''","1: Regarding,27: shouldn't",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,179380,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?#,"1: E-mail,2: me,17: whenever,18: you,19: feel,20: like,21: it.","17: whenever,18: you,19: feel,20: like,21: it.,25: are,26: you,27: a,28: member,29: on,30: any,31: Iranian,32: football,33: forums,34: online?","1: E-mail,2: me,3: at,4: <url>,5: (just,6: get","17: whenever,18: you,19: feel,20: like,21: it.","17: whenever,18: you,19: feel,20: like,21: it.","5: (just,6: get,7: rid,8: of,9: the,10: spaces,11: in,12: between,13: the,14: letters,15: and,16: numbers),17: whenever,18: you,19: feel,20: like,21: it.,22: By,23: the,24: way,25: are,26: you,27: a,28: member,29: on,30: any,31: Iranian,32: football,33: forums,34: online?",1: E-mail,,"1: E-mail,2: me,17: whenever,18: you,19: feel,20: like,21: it.,22: By,23: the,24: way","17: whenever,18: you,19: feel,20: like,21: it.","17: whenever,18: you,19: feel,20: like,21: it.",,,"1: E-mail,17: whenever,18: you,19: feel,20: like,21: it.,31: Iranian",17: whenever,,"17: whenever,18: you,19: feel,20: like,31: Iranian,32: football,33: forums","17: whenever,18: you,19: feel,20: like,22: By,23: the,24: way,25: are,26: you,27: a",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,282680,Good idea.... Perhaps though you could also make a list of kings on that page??#,"1: Good,2: idea....,3: Perhaps,5: you,6: could,7: also,8: make,9: a,10: list,11: of,12: kings,13: on,14: that,15: page??","1: Good,2: idea....",,,"1: Good,2: idea....",,,,"1: Good,2: idea....,3: Perhaps","1: Good,2: idea....,3: Perhaps,15: page??","1: Good,2: idea....,3: Perhaps,4: though,5: you,6: could,7: also","3: Perhaps,15: page??","1: Good,2: idea....,3: Perhaps,4: though,15: page??",,,"1: Good,2: idea....","3: Perhaps,4: though,5: you,6: could,7: also,8: make,9: a,10: list,11: of,12: kings,13: on,14: that,15: page??","1: Good,2: idea....","1: Good,2: idea....,3: Perhaps,4: though","5: you,6: could",,,,,"4: though,5: you,6: could",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,580699,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?#","23: whether,24: you,25: would,26: be,27: good,28: enough,29: to,30: add,31: them,32: to,33: the,34: appropriate,35: section,,36: please?","1: Hi,,8: fantastic,9: job,36: please?","5: you,6: do,7: a,8: fantastic,25: would,26: be,27: good,28: enough,29: to","1: Hi,,8: fantastic,15: just,16: wondering,24: you,25: would,26: be,27: good,28: enough,34: appropriate,35: section,,36: please?","23: whether,24: you,25: would,26: be,27: good,28: enough,29: to,30: add,31: them,32: to,33: the,34: appropriate,35: section,,36: please?","8: fantastic,9: job,23: whether,24: you,25: would,26: be,27: good,28: enough","3: think,4: that,5: you,6: do,7: a,8: fantastic,9: job,10: on,11: DELSORT.","1: Hi,,5: you,6: do,7: a,8: fantastic,9: job,23: whether,24: you,25: would,26: be,27: good,28: enough,36: please?","8: fantastic,9: job","11: DELSORT.,36: please?",,,,,"12: However,,25: would,26: be,27: good,28: enough,36: please?","8: fantastic,16: wondering,27: good,28: enough,36: please?","8: fantastic,9: job,10: on,11: DELSORT.,34: appropriate","16: wondering,17: if,,36: please?",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?#","1: Thanks!,5: have,6: you,7: sent,8: anything,9: to,10: Maggie,11: since,12: you,13: received,14: the,15: email,16: from,17: the,18: photographer?",1: Thanks!,,,"1: Thanks!,2: By,3: the,4: way,",,,"1: Thanks!,2: By,3: the,4: way,",1: Thanks!,,"1: Thanks!,2: By,3: the,4: way,",,,"1: Thanks!,2: By,3: the,4: way,","1: Thanks!,2: By,3: the,4: way,",,,,,1: Thanks!,"1: Thanks!,2: By,3: the,4: way,,5: have,6: you,7: sent,11: since","1: Thanks!,2: By,3: the,4: way,",1: Thanks!,,"10: Maggie,18: photographer?",,,"1: Thanks!,2: By,3: the,4: way,,5: have,6: you",0,,,,,,,,,,,,,,,,,,,,,,,,,,
268,534387,"How can I join, by the way? And is there a Welcoming Comittee userbox?#","5: by,6: the,7: way?",,"5: by,6: the,7: way?",,,"5: by,6: the,7: way?",,,,"1: How,2: can,3: I,4: join,","1: How,2: can,3: I,4: join,,5: by,6: the,7: way?","5: by,6: the,7: way?",,,,"5: by,6: the,7: way?,8: And","5: by,6: the,7: way?",,,,,,"1: How,2: can,3: I,4: join,,5: by,6: the,7: way?","1: How,2: can,3: I,4: join,,5: by,6: the,7: way?,8: And,9: is,10: there,11: a,12: Welcoming,13: Comittee,14: userbox?","1: How,2: can,3: I,4: join,","5: by,6: the,7: way?",,"12: Welcoming,13: Comittee",,,,"5: by,6: the,7: way?",,,,0,,,,,,,,,,,,,,,,,,,
269,527356,"Do you have ""remember me"" set in IE? If not are you using the login link?#","9: If,10: not,11: are,12: you,13: using,14: the,15: login,16: link?","1: Do,2: you,3: have",,"11: are,12: you,13: using",,,"9: If,10: not,11: are,12: you","9: If,10: not",,"9: If,10: not,11: are,12: you,13: using,14: the,15: login,16: link?",1: Do,,"1: Do,2: you,3: have,9: If,10: not",,,,"9: If,10: not,11: are,12: you,13: using,14: the,15: login,16: link?","9: If,10: not,11: are,12: you,13: using,14: the",,,"9: If,10: not,11: are","1: Do,2: you",,"4: ""remember,5: me"",8: IE?",,,,"1: Do,2: you,9: If,10: not,11: are,12: you",0,,,,,,,,,,,,,,,,,,,,,,,,,,
270,544739,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?#","1: That,2: was,3: awfully,4: quick,,5: considering,6: that,7: it,8: was,9: open,10: for,11: less,12: than,13: 12,14: hours.,15: Since,16: I,17: must,18: now,19: do,20: them,21: individually,","1: That,2: was,3: awfully,4: quick,","1: That,2: was,3: awfully,4: quick,,15: Since,16: I,17: must,18: now","3: awfully,4: quick,,16: I,17: must,18: now,19: do,20: them,21: individually,","1: That,2: was,3: awfully,4: quick,","1: That,2: was,3: awfully,4: quick,,15: Since,16: I,17: must,18: now,19: do,20: them,21: individually,","1: That,2: was,3: awfully,4: quick,,5: considering,6: that,7: it,8: was,9: open,10: for,11: less,12: than,13: 12,14: hours.","22: must,23: they",,,,,,"1: That,2: was,3: awfully,4: quick,","1: That,2: was,3: awfully,4: quick,,5: considering,6: that,7: it,8: was,9: open,10: for,11: less,12: than,13: 12,14: hours.,15: Since,16: I,17: must,18: now,19: do,20: them,21: individually,,22: must,23: they,24: be,25: considered,26: ""Second,27: Nominations"",28: if,29: I,30: put,31: them,32: up,33: again?","22: must,23: they",22: must,,,"13: 12,14: hours.,26: ""Second,27: Nominations""",,"28: if,29: I,30: put",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,472594,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?#","7: have,8: to,9: be,10: actual,13: (not,14: just,15: a,16: lack,28: so,29: concerned,37: doesn't,38: matter,41: lose,42: really,43: great","2: by,3: the,4: way,,5: shouldn't,6: there,7: have,8: to,9: be,13: (not,14: just,15: a,16: lack,17: of,18: a,19: machine-readable,20: tag),26: are,27: we,28: so,29: concerned,37: doesn't,38: matter","12: VIOLATIONS,25: Or,26: are,27: we,28: so,29: concerned,35: that,36: it,37: doesn't,38: matter","12: VIOLATIONS,25: Or,26: are,27: we,28: so,29: concerned,35: that,36: it,37: doesn't","25: Or,26: are,27: we,28: so,29: concerned,30: with,31: making,32: our,33: project,34: bot-friendly,35: that,36: it,37: doesn't,38: matter,39: if,40: we,41: lose,42: really,43: great,44: images,45: in,46: the,47: process?","5: shouldn't,6: there,12: VIOLATIONS,13: (not,14: just,15: a,16: lack,17: of,18: a,19: machine-readable,20: tag),26: are,27: we,28: so,29: concerned,35: that,36: it,37: doesn't,38: matter,39: if,40: we,41: lose,42: really,43: great,44: images","1: And,,2: by,3: the,4: way,,25: Or,26: are,27: we,28: so,29: concerned,37: doesn't,38: matter,39: if,40: we,41: lose","25: Or,26: are,27: we,28: so,29: concerned,30: with,31: making,32: our,33: project,34: bot-friendly,35: that,36: it,37: doesn't,38: matter,39: if,40: we,41: lose,42: really,43: great,44: images,45: in,46: the,47: process?","5: shouldn't,19: machine-readable,40: we",5: shouldn't,,,,"5: shouldn't,6: there,7: have,8: to,9: be,10: actual,11: copyright,12: VIOLATIONS,13: (not,14: just,15: a,16: lack,17: of,18: a,19: machine-readable,20: tag),21: to,22: delete,23: a,24: photograph?",5: shouldn't,,,,"5: shouldn't,25: Or",,"1: And,,25: Or,26: are,27: we,28: so,29: concerned,30: with,31: making,32: our,33: project,34: bot-friendly,35: that,36: it,37: doesn't,38: matter",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,19879,"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?#","20: a,21: lot,22: that,23: was,24: wrong.,42: right...,44: little,45: help,46: here?","43: a,44: little,45: help,46: here?","43: a,44: little,45: help,46: here?","25: I,27: to,28: reconcile,37: we,43: a,44: little,45: help,46: here?","25: I,27: to,28: reconcile,29: what,30: you,31: know,32: with,33: what,34: I,35: know,36: so,37: we,38: can,39: get,40: this,41: article,42: right...,43: a,44: little,45: help,46: here?","19: there's,20: a,21: lot,22: that,23: was,24: wrong.,28: reconcile,43: a,44: little,45: help,46: here?","19: there's,20: a,21: lot,22: that,23: was,24: wrong.,43: a,44: little,45: help,46: here?","43: a,44: little,45: help,46: here?","3: checking,18: and,28: reconcile","25: I,27: to,28: reconcile,44: little,46: here?","19: there's,20: a,21: lot,22: that,23: was,24: wrong.",24: wrong.,,,,"25: I,27: to,28: reconcile,29: what,30: you,31: know,43: a,44: little,45: help,46: here?","18: and,19: there's,20: a,21: lot,22: that,23: was,24: wrong.,25: I,27: to,28: reconcile,29: what,30: you,31: know,32: with,43: a,44: little,45: help,46: here?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,63922,"Hello <name>! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?#","6: experienced,11: help,12: us","1: Hello,3: Since,4: you,5: are,6: experienced,9: could,10: you,11: help,12: us","1: Hello,2: <name>!","1: Hello,2: <name>!",,,"1: Hello,2: <name>!,3: Since,4: you,5: are,6: experienced,7: in,8: ''botovodstvo'',,9: could,10: you,11: help,12: us,13: with,14: the,15: issue,16: <url>?","1: Hello,2: <name>!,3: Since,4: you,5: are,6: experienced,9: could,10: you,11: help,12: us","1: Hello,2: <name>!,9: could,10: you,11: help,12: us",,"9: could,10: you,11: help,12: us,13: with,14: the,15: issue","2: <name>!,6: experienced,8: ''botovodstvo'',","1: Hello,9: could",,,,"3: Since,4: you,5: are,6: experienced,7: in,8: ''botovodstvo'',",9: could,,,,,"1: Hello,9: could,10: you","1: Hello,2: <name>!",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,460482,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?#,"19: can,20: I,21: do,23: help,24: you?","1: So,2: it,3: seems,18: What,19: can,20: I,21: do,22: to,23: help,24: you?","18: What,19: can,20: I,21: do","4: we,18: What,19: can,20: I,21: do,22: to,23: help,24: you?","18: What,19: can,20: I,21: do,22: to,23: help,24: you?","1: So,2: it,3: seems,4: we,5: both,6: already,7: know,8: the,9: problems,18: What,19: can,20: I,21: do,22: to,23: help,24: you?","18: What,19: can,20: I,21: do,22: to,23: help,24: you?",,"18: What,19: can,20: I,21: do,22: to,23: help,24: you?",7: know,,"3: seems,18: What",,,,"18: What,19: can,20: I,21: do,22: to,23: help,24: you?",3: seems,,,,,"18: What,19: can,20: I,21: do,22: to,23: help,24: you?","18: What,19: can,20: I,21: do,22: to,23: help,24: you?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,607497,Um. Thanks?#,,,,,"2: idea....,3: Perhaps,4: though,15: page??","1: Good,2: idea....","1: Good,2: idea....,3: Perhaps,4: though,5: you,6: could,7: also,8: make,9: a,10: list,11: of,12: kings,13: on,14: that,15: page??","1: Good,2: idea....,3: Perhaps,4: though",,"1: Good,2: idea....,3: Perhaps,4: though,5: you,6: could,7: also,8: make,9: a,10: list,11: of,12: kings,13: on,14: that,15: page??","1: Good,2: idea....,3: Perhaps,4: though,5: you,6: could,7: also","1: Good,2: idea....,3: Perhaps,4: though,15: page??",,,"1: Good,2: idea....",,,6: could,,"3: Perhaps,4: though",,,"1: Good,2: idea....,3: Perhaps,4: though","1: Good,6: could",,,,6: could,,,"1: Good,2: idea....",0,,,,,,,,,,,,,,,,,,,,,,,
276,621674,"So ''Junanci'' means ""Greeks""? In which language?#",,"4: ""Greeks""?",,"1: So,5: In,6: which,7: language?",1: So,,1: So,,,,,"1: So,2: ''Junanci'',3: means,4: ""Greeks""?,5: In,6: which,7: language?","1: So,2: ''Junanci'',3: means,4: ""Greeks""?,5: In,6: which,7: language?","5: In,6: which,7: language?",,,,,"5: In,6: which,7: language?",,"4: ""Greeks""?","1: So,4: ""Greeks""?,5: In,6: which,7: language?","1: So,2: ''Junanci'',3: means,4: ""Greeks""?,5: In,6: which,7: language?",2: ''Junanci'',,,,"1: So,2: ''Junanci'',3: means,4: ""Greeks""?,5: In,6: which,7: language?","1: So,5: In,6: which,7: language?",0,,,,,,,,,,,,,,,,,,,,,,,,,
277,203939,"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?#","13: than,14: what,15: is?,19: even","13: than,14: what,15: is?,19: even,20: available","13: than,16: Is,17: the,18: flag,19: even,20: available","13: than,14: what,15: is?",,,"1: If,2: the,3: Russia,4: tricolor,5: is,6: not,7: the,8: flag,9: of,10: the,11: Lokot,12: Autonomy,,13: than,14: what,15: is?","13: than,14: what,15: is?","13: than,14: what,15: is?,16: Is,17: the,18: flag,19: even,20: available","20: available,21: on,22: Wikipedia?","8: flag,20: available",15: is?,,,,,"1: If,2: the,3: Russia,4: tricolor,5: is,6: not,7: the,8: flag,9: of,10: the,11: Lokot,12: Autonomy,,13: than,14: what,15: is?","13: than,19: even",,,,"1: If,16: Is",,"13: than,14: what,15: is?,19: even",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
